"","beer_name","style","abv","ibu","ounces","brewery_name","city","state"
"1032","Nebraska India Pale Ale","American IPA",0.065,65,12,"Nebraska Brewing Company","Papillion"," NE"
"1033","EOS Hefeweizen","Hefeweizen",0.048,10,12,"Nebraska Brewing Company","Papillion"," NE"
"1034","Brunette Nut Brown Ale","English Brown Ale",0.048,15,12,"Nebraska Brewing Company","Papillion"," NE"
"1035","Cardinal Pale Ale","American Pale Ale (APA)",0.057,29,12,"Nebraska Brewing Company","Papillion"," NE"
"1036","Be Hoppy IPA","American IPA",0.065,69,16,"Wormtown Brewery","Worcester"," MA"
"1037","Category 3 IPA","American IPA",0.061,64,12,"Due South Brewing Company","Boynton Beach"," FL"
"1038","KelSo Nut Brown Lager","Euro Dark Lager",0.057,19,12,"KelSo Beer Company","Brooklyn"," NY"
"1039","KelSo India Pale Ale","American IPA",0.06,64,12,"KelSo Beer Company","Brooklyn"," NY"
"1040","KelSo Pilsner","Czech Pilsener",0.055,23,12,"KelSo Beer Company","Brooklyn"," NY"
"1041","The Great Return","American IPA",0.075,70,16,"Hardywood Park Craft Brewery","Richmond"," VA"
"1042","Hardywood Cream Ale","Cream Ale",0.044,18,12,"Hardywood Park Craft Brewery","Richmond"," VA"
"1043","Capital Trail Pale Ale","American Pale Ale (APA)",0.056,55,12,"Hardywood Park Craft Brewery","Richmond"," VA"
"1044","Troopers Alley IPA","American IPA",0.059,135,12,"Wolf Hills Brewing Company","Abingdon"," VA"
"1045","Madra Allta","American IPA",0.064,95,12,"Lavery Brewing Company","Erie"," PA"
"1046","Duluchan India Pale Ale","American IPA",0.056,70,12,"Lavery Brewing Company","Erie"," PA"
"1047","Chaotic Double IPA","American Double / Imperial IPA",0.099,93,12,"Manzanita Brewing Company","Santee"," CA"
"1048","Manzanita IPA","American IPA",0.08,88,12,"Manzanita Brewing Company","Santee"," CA"
"1049","Riverwalk Blonde Ale","American Blonde Ale",0.06,25,12,"Manzanita Brewing Company","Santee"," CA"
"1050","Gillespie Brown Ale","American Brown Ale",0.095,49,12,"Manzanita Brewing Company","Santee"," CA"
"1051","Manzanita Pale Ale","American Pale Ale (APA)",0.066,44,12,"Manzanita Brewing Company","Santee"," CA"
"1052","Chai Ale","Herbed / Spiced Beer",0.051,15,16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"1053","Lucky Day IPA","American IPA",0.072,85,16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"1054","Terrace Hill Double IPA","American Double / Imperial IPA",0.095,99,16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"1055","Catch 23","American Black Ale",0.075,77,16,"Central Coast Brewing Company","San Luis Obispo"," CA"
"1056","Westfield Octoberfest","Märzen / Oktoberfest",0.057,22,12,"Westfield River Brewing Company","Westfield"," MA"
"1057","Charlie in the Rye","American IPA",0.058,55,12,"Westfield River Brewing Company","Westfield"," MA"
"1058","Elephant Rock IPA","American IPA",0.07,75,12,"Pikes Peak Brewing Company","Monument"," CO"
"1059","Belgian Style Session Ale","Belgian Pale Ale",0.045,21,12,"Manayunk Brewing Company","Philadelphia"," PA"
"1060","Summer Paradise","American Pale Wheat Ale",0.05,18,12,"Manayunk Brewing Company","Philadelphia"," PA"
"1061","Monk from the 'Yunk","Tripel",0.09,30,12,"Manayunk Brewing Company","Philadelphia"," PA"
"1062","Schuylkill Punch","Fruit / Vegetable Beer",0.06,14,12,"Manayunk Brewing Company","Philadelphia"," PA"
"1063","Dreamin' Double IPA","American Double / Imperial IPA",0.085,85,12,"Manayunk Brewing Company","Philadelphia"," PA"
"1064","Jam Session","American Pale Ale (APA)",0.051,31,16,"NoDa Brewing Company","Charlotte"," NC"
"1065","Hop Drop 'N Roll IPA","American IPA",0.072,80,16,"NoDa Brewing Company","Charlotte"," NC"
"1066","Pumpkin Beast","Pumpkin Ale",0.062,17,12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"1067","OktoberBeast","Märzen / Oktoberfest",0.072,22,12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"1068","Mad Beach","American Pale Wheat Ale",0.048,23,12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"1069","Devils Tramping Ground Tripel","Tripel",0.092,5,12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"1070","Hot Rod Red","American Amber / Red Ale",0.061,41,12,"Aviator Brewing Company","Fuquay-Varina"," NC"
"1071","Hop Slayer Double IPA","American Double / Imperial IPA",0.082,100,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1072","Phat Chance","American Blonde Ale",0.052,27,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1073","Hop Slayer Double IPA (2011)","American Double / Imperial IPA",0.082,100,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1074","Hop Slayer Double IPA (2011)","American Double / Imperial IPA",0.082,100,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1075","Wild Onion Summer Wit","Witbier",0.042,13,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1076","Jack Stout","Oatmeal Stout",0.06,23,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1077","Paddy Pale Ale","American Pale Ale (APA)",0.056,41,12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"1078","The 12th Can™","American Pale Ale (APA)",0.045,32,16,"Hilliard's Beer","Seattle"," WA"
"1079","Hilliard's Pils","Czech Pilsener",0.055,34,16,"Hilliard's Beer","Seattle"," WA"
"1080","Hilliard's Blonde","American Blonde Ale",0.049,20,16,"Hilliard's Beer","Seattle"," WA"
"1081","Hilliard's Amber Ale","American Amber / Red Ale",0.055,60,16,"Hilliard's Beer","Seattle"," WA"
"1082","Hilliard's Saison","Saison / Farmhouse Ale",0.066,30,16,"Hilliard's Beer","Seattle"," WA"
"1083","Chickawawa Lemonale","Fruit / Vegetable Beer",0.05,5,12,"Great River Brewery","Davenport"," IA"
"1084","Barrel Aged Farmer","American Brown Ale",0.07,22,16,"Great River Brewery","Davenport"," IA"
"1085","Dos Pistolas","Vienna Lager",0.048,20,12,"Great River Brewery","Davenport"," IA"
"1086","Owney Irish Style Red Ale","Irish Red Ale",0.05,30,16,"Great River Brewery","Davenport"," IA"
"1087","Widespread Wit","Witbier",0.055,10,16,"Great River Brewery","Davenport"," IA"
"1088","Roller Dam Red Ale","Irish Red Ale",0.054,30,16,"Great River Brewery","Davenport"," IA"
"1089","483 Pale Ale","American Pale Ale (APA)",0.053,48,16,"Great River Brewery","Davenport"," IA"
"1090","Hop A Potamus Double Dark Rye Pale Ale","Rye Beer",0.09,99,16,"Great River Brewery","Davenport"," IA"
"1091","Farmer Brown Ale","American Brown Ale",0.07,22,16,"Great River Brewery","Davenport"," IA"
"1092","Big Cock IPA","American IPA",0.07,70,16,"Great River Brewery","Davenport"," IA"
"1093","Oktoberfest","Märzen / Oktoberfest",0.059,25,16,"Great River Brewery","Davenport"," IA"
"1094","40th Annual Bix Street Fest Copper Ale (Current)","American Amber / Red Ale",0.048,25,16,"Great River Brewery","Davenport"," IA"
"1095","Redband Stout","American Stout",0.06,36,16,"Great River Brewery","Davenport"," IA"
"1096","483 Pale Ale (2010)","American Pale Ale (APA)",0.053,48,16,"Great River Brewery","Davenport"," IA"
"1097","Roller Dam Red Ale (2010)","Irish Red Ale",0.054,30,16,"Great River Brewery","Davenport"," IA"
"1098","Mustang Golden Ale","American Blonde Ale",0.053,10,12,"Mustang Brewing Company","Mustang"," OK"
"1099","Washita Wheat","American Pale Wheat Ale",0.053,14,12,"Mustang Brewing Company","Mustang"," OK"
"1100","Maylani's Coconut Stout","American Stout",0.053,35,16,"Airways Brewing Company","Kent"," WA"
"1101","Oatmeal PSA","American Pale Ale (APA)",0.05,35,16,"Airways Brewing Company","Kent"," WA"
"1102","Pre Flight Pilsner","American Pilsner",0.052,33,16,"Airways Brewing Company","Kent"," WA"
"1103","Lower De Boom","American Barleywine",0.099,92,8.4,"21st Amendment Brewery","San Francisco"," CA"
"1104","Fireside Chat","Winter Warmer",0.079,45,12,"21st Amendment Brewery","San Francisco"," CA"
"1105","Bitter American","American Pale Ale (APA)",0.044,42,12,"21st Amendment Brewery","San Francisco"," CA"
"1106","Hell or High Watermelon Wheat (2009)","Fruit / Vegetable Beer",0.049,17,12,"21st Amendment Brewery","San Francisco"," CA"
"1107","Hell or High Watermelon Wheat (2009)","Fruit / Vegetable Beer",0.049,17,12,"21st Amendment Brewery","San Francisco"," CA"
"1108","21st Amendment Watermelon Wheat Beer (2006)","Fruit / Vegetable Beer",0.049,17,12,"21st Amendment Brewery","San Francisco"," CA"
"1109","21st Amendment IPA (2006)","American IPA",0.07,70,12,"21st Amendment Brewery","San Francisco"," CA"
"1110","Brew Free! or Die IPA (2008)","American IPA",0.07,70,12,"21st Amendment Brewery","San Francisco"," CA"
"1111","Brew Free! or Die IPA (2009)","American IPA",0.07,70,12,"21st Amendment Brewery","San Francisco"," CA"
"1112","Special Edition: Allies Win The War!","English Strong Ale",0.085,52,12,"21st Amendment Brewery","San Francisco"," CA"
"1113","Hop Crisis","American Double / Imperial IPA",0.097,94,12,"21st Amendment Brewery","San Francisco"," CA"
"1114","Bitter American (2011)","American Pale Ale (APA)",0.044,42,12,"21st Amendment Brewery","San Francisco"," CA"
"1115","Fireside Chat (2010)","Winter Warmer",0.079,45,12,"21st Amendment Brewery","San Francisco"," CA"
"1116","Back in Black","American Black Ale",0.068,65,12,"21st Amendment Brewery","San Francisco"," CA"
"1117","Monk's Blood","Belgian Dark Ale",0.083,35,12,"21st Amendment Brewery","San Francisco"," CA"
"1118","Brew Free! or Die IPA","American IPA",0.07,65,12,"21st Amendment Brewery","San Francisco"," CA"
"1119","Hell or High Watermelon Wheat","Fruit / Vegetable Beer",0.049,17,12,"21st Amendment Brewery","San Francisco"," CA"
"1120","Crank Yanker IPA","American IPA",0.078,74,16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"1121","Crank Yanker IPA (2011)","American IPA",0.078,74,16,"Eddyline Brewery & Restaurant","Buena Vista"," CO"
"1122","Sly Fox Christmas Ale 2013","Winter Warmer",0.055,16,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1123","Grisette","Grisette",0.056,25,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1124","Helles Golden Lager","Munich Helles Lager",0.049,18,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1125","Sly Fox Christmas Ale 2012 (2012)","Winter Warmer",0.055,16,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1126","Odyssey Imperial IPA","American Double / Imperial IPA",0.084,90,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1127","Oktoberfest Lager","Märzen / Oktoberfest",0.058,25,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1128","113 IPA","American IPA",0.07,113,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1129","Dunkel Lager","Munich Dunkel Lager",0.053,21,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1130","Royal Weisse Ale","Hefeweizen",0.056,11,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1131","Pikeland Pils","German Pilsener",0.049,44,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1132","Phoenix Pale Ale","American Pale Ale (APA)",0.051,40,12,"Sly Fox Brewing Company","Pottstown"," PA"
"1133","Trolley Stop Stout","American Stout",0.057,40,12,"Astoria Brewing Company","Astoria"," OR"
"1134","Bitter Bitch Imperial IPA","American Double / Imperial IPA",0.082,138,12,"Astoria Brewing Company","Astoria"," OR"
"1135","Poop Deck Porter","American Porter",0.062,35,12,"Astoria Brewing Company","Astoria"," OR"
"1136","Old Red Beard Amber Ale","American Amber / Red Ale",0.06,35,12,"Astoria Brewing Company","Astoria"," OR"
"1137","Lahaina Town Brown","American Brown Ale",0.051,20,12,"Maui Brewing Company","Lahaina"," HI"
"1138","Sobrehumano Palena'ole","American Amber / Red Ale",0.06,24,12,"Maui Brewing Company","Lahaina"," HI"
"1139","La Perouse White","Witbier",0.05,12,12,"Maui Brewing Company","Lahaina"," HI"
"1140","Flyin' HI.P.Hay","American IPA",0.068,68,12,"Maui Brewing Company","Lahaina"," HI"
"1141","Mana Wheat","American Pale Wheat Ale",0.055,15,12,"Maui Brewing Company","Lahaina"," HI"
"1142","Bikini Blonde Lager","Munich Helles Lager",0.045,18,12,"Maui Brewing Company","Lahaina"," HI"
"1143","CoCoNut Porter","American Porter",0.057,30,12,"Maui Brewing Company","Lahaina"," HI"
"1144","Big Swell IPA","American IPA",0.062,65,12,"Maui Brewing Company","Lahaina"," HI"
"1145","12th Round","American Strong Ale",0.076,78,16,"RoughTail Brewing Company","Midwest City"," OK"
"1146","RoughTail IPA","American IPA",0.07,80,16,"RoughTail Brewing Company","Midwest City"," OK"
"1147","Slow Hand Stout","American Stout",0.052,29,16,"Lucette Brewing Company","Menominee"," WI"
"1148","Flying Jenny Extra Pale Ale","American Pale Ale (APA)",0.06,54,12,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"1149","Hazy Day Belgian-Style Wit","Witbier",0.04,20,16,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"1150","Leaning Chimney Smoked Porter","American Porter",0.06,34,16,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"1151","Flying Jenny Extra Pale Ale (2012)","American Pale Ale (APA)",0.06,54,12,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"1152","Flagship Ale","Cream Ale",0.049,22,12,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"1153","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",0.056,37,12,"Blue Blood Brewing Company","Lincoln"," NE"
"1154","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",0.056,37,12,"Blue Blood Brewing Company","Lincoln"," NE"
"1155","1327 Pod's ESB","Extra Special / Strong Bitter (ESB)",0.056,37,12,"Blue Blood Brewing Company","Lincoln"," NE"
"1156","834 Happy As Ale","American Pale Ale (APA)",0.046,35,12,"Blue Blood Brewing Company","Lincoln"," NE"
"1157","Full Nelson Pale Ale","American Pale Ale (APA)",0.059,60,12,"Blue Mountain Brewery","Afton"," VA"
"1158","Steel Wheels ESB","Extra Special / Strong Bitter (ESB)",0.065,30,12,"Blue Mountain Brewery","Afton"," VA"
"1159","Blue Mountain Classic Lager","Euro Pale Lager",0.053,22,12,"Blue Mountain Brewery","Afton"," VA"
"1160","Full Nelson Pale Ale (2010)","American Pale Ale (APA)",0.059,60,12,"Blue Mountain Brewery","Afton"," VA"
"1161","Starr Pils","German Pilsener",0.042,20,12,"Starr Hill Brewery","Crozet"," VA"
"1162","Northern Lights India Pale Ale","American IPA",0.065,52,16,"Starr Hill Brewery","Crozet"," VA"
"1163","Festie","Märzen / Oktoberfest",0.048,12,12,"Starr Hill Brewery","Crozet"," VA"
"1164","Northern Lights India Pale Ale","American IPA",0.065,52,12,"Starr Hill Brewery","Crozet"," VA"
"1165","Westbrook Gose","Gose",0.04,5,12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1166","White Thai","Witbier",0.05,16,12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1167","Westbrook IPA","American IPA",0.068,65,12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1168","Monkey Fist IPA","American IPA",0.069,65,12,"Shipyard Brewing Company","Portland"," ME"
"1169","Old Grogham Imperial India Pale Ale","American Double / Imperial IPA",0.085,86,16,"Natian Brewery","Portland"," OR"
"1170","Old Grogham Imperial India Pale Ale (2012)","American Double / Imperial IPA",0.085,86,16,"Natian Brewery","Portland"," OR"
"1171","G'KNIGHT","American Double / Imperial IPA",0.087,85,12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1172","Ten Fidy","Russian Imperial Stout",0.099,98,12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1173","Deviant Dale's IPA","American Double / Imperial IPA",0.08,85,16,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1174","Old Chub","Scottish Ale",0.08,35,12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1175","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,19.2,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1176","Dale's Pale Ale","American Pale Ale (APA)",0.065,65,12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1177","Agave Wheat","American Pale Wheat Ale",0.042,9,12,"Breckenridge Brewery","Denver"," CO"
"1178","SummerBright Ale","American Pale Wheat Ale",0.045,15,12,"Breckenridge Brewery","Denver"," CO"
"1179","Lucky U IPA","American IPA",0.062,68,12,"Breckenridge Brewery","Denver"," CO"
"1180","Avalanche Ale","American Amber / Red Ale",0.054,19,12,"Breckenridge Brewery","Denver"," CO"
"1181","Saison 88","Saison / Farmhouse Ale",0.055,30,12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1182","Black IPA","American Black Ale",0.071,95,12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1183","Shark Bait","Fruit / Vegetable Beer",0.053,11,12,"Miami Brewing Company","Miami"," FL"
"1184","Gator Tail Brown Ale","American Brown Ale",0.053,30,12,"Miami Brewing Company","Miami"," FL"
"1185","Miami Vice IPA","American IPA",0.071,62,12,"Miami Brewing Company","Miami"," FL"
"1186","Big Rod Coconut Ale","American Blonde Ale",0.053,16,12,"Miami Brewing Company","Miami"," FL"
"1187","Alteration","Altbier",0.051,40,12,"Hops & Grain Brewery","Austin"," TX"
"1188","Pale Dog","American Pale Ale (APA)",0.06,50,12,"Hops & Grain Brewery","Austin"," TX"
"1189","1881 California Red","American Amber / Red Ale",0.056,35,12,"Ruhstaller Beer Company","Sacramento"," CA"
"1190","CAPT Black IPA","American Black Ale",0.073,55,12,"Ruhstaller Beer Company","Sacramento"," CA"
"1191","Ruhstaller's Gilt Edge Lager Beer","American Amber / Red Lager",0.048,42,12,"Ruhstaller Beer Company","Sacramento"," CA"
"1192","CAPT Black IPA","American Black Ale",0.073,55,16,"Ruhstaller Beer Company","Sacramento"," CA"
"1193","1881 California Red Ale","American Amber / Red Ale",0.056,35,16,"Ruhstaller Beer Company","Sacramento"," CA"
"1194","Oval Beach Blonde Ale","American Blonde Ale",0.05,11,16,"Saugatuck Brewing Company","Douglas"," MI"
"1195","Desolation IPA","American IPA",0.062,43,16,"Amnesia Brewing Company","Washougal"," WA"
"1196","Wolverine Premium Lager","American Pale Lager",0.047,15,12,"Wolverine State Brewing Company","Ann Arbor"," MI"
"1197","Sudice American Stout","American Stout",0.07,58,16,"Fate Brewing Company","Boulder"," CO"
"1198","Parcae Belgian Style Pale Ale","Belgian Pale Ale",0.05,20,16,"Fate Brewing Company","Boulder"," CO"
"1199","Norns Roggenbier","Roggenbier",0.05,20,16,"Fate Brewing Company","Boulder"," CO"
"1200","Laimas Kölsch Style Ale","Kölsch",0.05,20,16,"Fate Brewing Company","Boulder"," CO"
"1201","Moirai India Pale Ale","American IPA",0.07,70,16,"Fate Brewing Company","Boulder"," CO"
"1202","Weiss Trash Culture","Berliner Weissbier",0.034,6,12,"New England Brewing Company","Woodbridge"," CT"
"1203","Gandhi-Bot Double IPA (12 oz.)","American Double / Imperial IPA",0.088,85,12,"New England Brewing Company","Woodbridge"," CT"
"1204","Gandhi-Bot Double IPA (16 oz.) (2010)","American Double / Imperial IPA",0.088,85,16,"New England Brewing Company","Woodbridge"," CT"
"1205","Sand Island Lighthouse","Kölsch",0.051,25,12,"Straight to Ale","Huntsville"," AL"
"1206","Lily Flagg Milk Stout","Milk / Sweet Stout",0.05,30,12,"Straight to Ale","Huntsville"," AL"
"1207","Monkeynaut IPA","American IPA",0.072,70,12,"Straight to Ale","Huntsville"," AL"
"1208","Kölsch 151","Kölsch",0.049,16,12,"Blue Mountain Brewery","Arrington"," VA"
"1209","Tybee Island Blonde","American Blonde Ale",0.047,17,12,"Coastal Empire Beer Company","Savannah"," GA"
"1210","Savannah Brown Ale","American Brown Ale",0.062,55,12,"Coastal Empire Beer Company","Savannah"," GA"
"1211","Hazed & Infused","American Pale Ale (APA)",0.049,35,12,"Boulder Beer Company","Boulder"," CO"
"1212","Hoopla Pale Ale","American Pale Ale (APA)",0.057,35,12,"Boulder Beer Company","Boulder"," CO"
"1213","Hazed & Infused (2010)","American Pale Ale (APA)",0.049,35,12,"Boulder Beer Company","Boulder"," CO"
"1214","Cascadian Dark Ale","American Black Ale",0.06,75,12,"Coalition Brewing Company","Portland"," OR"
"1215","Wheat the People","American Pale Wheat Ale",0.044,13,16,"Coalition Brewing Company","Portland"," OR"
"1216","Sanitas Saison Ale","Saison / Farmhouse Ale",0.058,20,12,"Sanitas Brewing Company","Boulder"," CO"
"1217","Sanitas Black IPA","American Black Ale",0.068,65,12,"Sanitas Brewing Company","Boulder"," CO"
"1218","Beaver Logger","American Pale Lager",0.052,19,12,"Gore Range Brewery","Edwards"," CO"
"1219","Grazias","Cream Ale",0.063,30,16,"Hess Brewing Company","San Diego"," CA"
"1220","Habitus IPA","American IPA",0.08,86,16,"Hess Brewing Company","San Diego"," CA"
"1221","Ex Umbris Rye Imperial Stout","American Double / Imperial Stout",0.099,85,16,"Hess Brewing Company","San Diego"," CA"
"1222","Belgorado","Belgian IPA",0.067,45,12,"Wynkoop Brewing Company","Denver"," CO"
"1223","Silverback Pale Ale","American Pale Ale (APA)",0.055,40,12,"Wynkoop Brewing Company","Denver"," CO"
"1224","Quakertown Stout","American Double / Imperial Stout",0.092,50,12,"Armadillo Ale Works","Denton"," TX"
"1225","Greenbelt Farmhouse Ale","Saison / Farmhouse Ale",0.051,20,12,"Armadillo Ale Works","Denton"," TX"
"1226","Schlafly Yakima Wheat Ale","American Pale Wheat Ale",0.05,45,12,"Schlafly Brewing Company","Saint Louis"," MO"
"1227","Schlafly IPA","American IPA",0.045,30,12,"Schlafly Brewing Company","Saint Louis"," MO"
"1228","Schlafly American Brown Ale","American Brown Ale",0.05,30,12,"Schlafly Brewing Company","Saint Louis"," MO"
"1229","Schlafly Hefeweizen","Hefeweizen",0.041,16,12,"Schlafly Brewing Company","Saint Louis"," MO"
"1230","Schlafly Summer Lager","Munich Helles Lager",0.045,17,12,"Schlafly Brewing Company","Saint Louis"," MO"
"1231","Green Bullet Organic India Pale Ale","American IPA",0.07,45,16,"Asher Brewing Company","Boulder"," CO"
"1232","Face Plant IPA","American IPA",0.062,65,12,"Lost Rhino Brewing Company","Ashburn"," VA"
"1233","Rhino Chasers Pilsner","Czech Pilsener",0.056,55,12,"Lost Rhino Brewing Company","Ashburn"," VA"
"1234","Blur India Pale Ale","American IPA",0.074,60,12,"Seabright Brewery","Santa Cruz"," CA"
"1235","Gateway Kolsch Style Ale","Kölsch",0.053,32,12,"French Broad Brewery","Asheville"," NC"
"1236","Wee-Heavy-Er Scotch Ale","Scotch Ale / Wee Heavy",0.07,24,12,"French Broad Brewery","Asheville"," NC"
"1237","13 Rebels ESB","Extra Special / Strong Bitter (ESB)",0.052,42,12,"French Broad Brewery","Asheville"," NC"
"1238","Na Zdraví Pilsner","Czech Pilsener",0.048,32,16,"Southern Oregon Brewing Company","Medford"," OR"
"1239","Nice Rack IPA","American IPA",0.055,65,16,"Southern Oregon Brewing Company","Medford"," OR"
"1240","East India Pale Ale","English India Pale Ale (IPA)",0.068,47,16,"Brooklyn Brewery","Brooklyn"," NY"
"1241","East India Pale Ale","English India Pale Ale (IPA)",0.068,47,12,"Brooklyn Brewery","Brooklyn"," NY"
"1242","Longboard Island Lager","American Amber / Red Lager",0.046,18,24,"Kona Brewing Company","Kona"," HI"
"1243","Longboard Island Lager","American Amber / Red Lager",0.046,18,16,"Kona Brewing Company","Kona"," HI"
"1244","Longboard Island Lager","American Amber / Red Lager",0.046,18,12,"Kona Brewing Company","Kona"," HI"
"1245","Longboard Island Lager","American Amber / Red Lager",0.046,18,12,"Kona Brewing Company","Kona"," HI"
"1246","Rustic Red","Irish Red Ale",0.052,23,16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"1247","Stimulator Pale Ale","American Pale Ale (APA)",0.053,48,16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"1248","Old Town Ale","Kölsch",0.045,22,16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"1249","Car 21","English Bitter",0.044,28,16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"1250","Cache La Porter","American Porter",0.05,24,16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"1251","5 Day IPA","American IPA",0.061,66,12,"O'Fallon Brewery","O'Fallon"," MO"
"1252","O'Fallon Wheach","Fruit / Vegetable Beer",0.051,7,12,"O'Fallon Brewery","O'Fallon"," MO"
"1253","Jack Pine Savage","American Pale Ale (APA)",0.053,43,16,"Big Wood Brewery","Vadnais Heights"," MN"
"1254","Forest Fire Imperial Smoked Rye","Rye Beer",0.099,85,16,"Big Wood Brewery","Vadnais Heights"," MN"
"1255","Bad Axe Imperial IPA","American Double / Imperial IPA",0.098,76,16,"Big Wood Brewery","Vadnais Heights"," MN"
"1256","Morning Wood","Oatmeal Stout",0.055,35,16,"Big Wood Brewery","Vadnais Heights"," MN"
"1257","Bark Bite IPA","American IPA",0.066,50,16,"Big Wood Brewery","Vadnais Heights"," MN"
"1258","Big Nose","American IPA",0.073,50,12,"Swamp Head Brewery","Gainesville"," FL"
"1259","Cotton Mouth","Witbier",0.05,10,12,"Swamp Head Brewery","Gainesville"," FL"
"1260","Stump Knocker Pale Ale","American Pale Ale (APA)",0.056,35,12,"Swamp Head Brewery","Gainesville"," FL"
"1261","Midnight Oil","Oatmeal Stout",0.05,38,12,"Swamp Head Brewery","Gainesville"," FL"
"1262","Wild Night","Cream Ale",0.059,18,12,"Swamp Head Brewery","Gainesville"," FL"
"1263","Pit Stop Chocolate Porter","American Porter",0.037,34,12,"Mavericks Beer Company","Half Moon Bay"," CA"
"1264","Pace Setter Belgian Style Wit","Witbier",0.037,21,12,"Mavericks Beer Company","Half Moon Bay"," CA"
"1265","Back in the Saddle Rye Pale Ale","American Pale Ale (APA)",0.037,53,12,"Mavericks Beer Company","Half Moon Bay"," CA"
"1266","Dodgy Knight Imperial IPA","American Double / Imperial IPA",0.08,95,12,"TailGate Beer","San Diego"," CA"
"1267","TailGate IPA","American IPA",0.05,44,24,"TailGate Beer","San Diego"," CA"
"1268","TailGate IPA","American IPA",0.05,44,12,"TailGate Beer","San Diego"," CA"
"1269","TailGate Hefeweizen","Hefeweizen",0.049,28,24,"TailGate Beer","San Diego"," CA"
"1270","Blacktop Blonde","American Blonde Ale",0.05,19,24,"TailGate Beer","San Diego"," CA"
"1271","Blacktop Blonde","American Blonde Ale",0.05,19,12,"TailGate Beer","San Diego"," CA"
"1272","TailGate Hefeweizen","Hefeweizen",0.049,28,12,"TailGate Beer","San Diego"," CA"
"1273","Three Skulls Ale Pale Ale","American Pale Ale (APA)",0.063,42,16,"Northwest Brewing Company","Pacific"," WA"
"1274","Chuli Stout","Irish Dry Stout",0.059,55,12,"Denali Brewing Company","Talkeetna"," AK"
"1275","Mother Ale","American Blonde Ale",0.056,46,12,"Denali Brewing Company","Talkeetna"," AK"
"1276","Twister Creek India Pale Ale","American IPA",0.065,71,12,"Denali Brewing Company","Talkeetna"," AK"
"1277","Single Engine Red","Irish Red Ale",0.058,46,12,"Denali Brewing Company","Talkeetna"," AK"
"1278","Mirror Pond Pale Ale","American Pale Ale (APA)",0.05,40,12,"Deschutes Brewery","Bend"," OR"
"1279","Bomber Mountain Amber Ale (2013)","American Amber / Red Ale",0.046,20,12,"The Black Tooth Brewing Company","Sheridan"," WY"
"1280","Indian Paintbrush IPA","American IPA",0.07,75,12,"The Black Tooth Brewing Company","Sheridan"," WY"
"1281","Saddle Bronc Brown Ale (2013)","English Brown Ale",0.048,16,12,"The Black Tooth Brewing Company","Sheridan"," WY"
