"","beer_name","style","abv","ibu","ounces","brewery_name","city","state"
"260","Vanilla Porter","American Porter",0.047,25,16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"261","Honey Rye","Rye Beer",0.058,18,16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"262","Long Leaf","American IPA",0.071,75,16,"Appalachian Mountain Brewery","Boone"," NC"
"263","Honey Badger Blonde","American Blonde Ale",0.047,19,16,"Appalachian Mountain Brewery","Boone"," NC"
"264","Porter (a/k/a Black Gold Porter)","American Porter",0.06,23,16,"Appalachian Mountain Brewery","Boone"," NC"
"265","Jalapeno Pale Ale","American Pale Ale (APA)",0.055,45,16,"Birdsong Brewing Company","Charlotte"," NC"
"266","Double Duckpin","American Double / Imperial IPA",0.085,90,12,"Union Craft Brewing","Baltimore"," MD"
"267","Old Pro","Gose",0.042,10,12,"Union Craft Brewing","Baltimore"," MD"
"268","Hop A-Peel","American Double / Imperial IPA",0.075,115,16,"Atwater Brewery","Detroit"," MI"
"269","Vanilla Java Porter","American Porter",0.055,12,16,"Atwater Brewery","Detroit"," MI"
"270","Dirty Blonde Ale","American Blonde Ale",0.045,8,12,"Atwater Brewery","Detroit"," MI"
"271","Grand Circus IPA","American IPA",0.05,62,12,"Atwater Brewery","Detroit"," MI"
"272","Atwater's Lager","Munich Helles Lager",0.05,12,12,"Atwater Brewery","Detroit"," MI"
"273","Wobble","American IPA",0.063,69,16,"Two Brothers Brewing Company","Warrenville"," IL"
"274","Night Cat","American Dark Wheat Ale",0.058,43,12,"Two Brothers Brewing Company","Warrenville"," IL"
"275","Night Cat (2014)","American Dark Wheat Ale",0.058,43,12,"Two Brothers Brewing Company","Warrenville"," IL"
"276","Dog Days Lager","Dortmunder / Export Lager",0.051,17,12,"Two Brothers Brewing Company","Warrenville"," IL"
"277","Sidekick Extra Pale Ale","American Pale Ale (APA)",0.051,36,12,"Two Brothers Brewing Company","Warrenville"," IL"
"278","Atom Smasher","Märzen / Oktoberfest",0.077,23,12,"Two Brothers Brewing Company","Warrenville"," IL"
"279","Cane and Ebel","American Strong Ale",0.07,68,12,"Two Brothers Brewing Company","Warrenville"," IL"
"280","Harness the Winter","American IPA",0.072,87,12,"Bent Paddle Brewing Company","Duluth"," MN"
"281","14° ESB ","Extra Special / Strong Bitter (ESB)",0.056,32,12,"Bent Paddle Brewing Company","Duluth"," MN"
"282","Bent Hop Golden IPA","American IPA",0.062,68,12,"Bent Paddle Brewing Company","Duluth"," MN"
"283","Bent Paddle Black Ale","American Black Ale",0.06,34,12,"Bent Paddle Brewing Company","Duluth"," MN"
"284","Venture Pils","German Pilsener",0.05,38,12,"Bent Paddle Brewing Company","Duluth"," MN"
"285","Baby Daddy Session IPA","American IPA",0.047,35,12,"Speakasy Ales & Lagers","San Francisco"," CA"
"286","Saddle Bronc Brown Ale","American Brown Ale",0.048,16,12,"Black Tooth Brewing Company","Sheridan"," WY"
"287","Bomber Mountain Amber Ale","American Amber / Red Ale",0.046,20,12,"Black Tooth Brewing Company","Sheridan"," WY"
"288","Totally Radler","Radler",0.027,21,16,"Hopworks Urban Brewery","Portland"," OR"
"289","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"290","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"291","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"292","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"293","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"294","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"295","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"296","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"297","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"298","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"299","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"300","Nonstop Hef Hop","American Pale Wheat Ale",0.039,20,16,"Hopworks Urban Brewery","Portland"," OR"
"301","Rise Up Red","American Amber / Red Ale",0.058,60,16,"Hopworks Urban Brewery","Portland"," OR"
"302","Survival Stout","American Stout",0.058,35,16,"Hopworks Urban Brewery","Portland"," OR"
"303","Hopworks IPA","American IPA",0.066,75,16,"Hopworks Urban Brewery","Portland"," OR"
"304","Abominable Winter Ale","American Strong Ale",0.073,70,16,"Hopworks Urban Brewery","Portland"," OR"
"305","Pigwar White India Pale Ale","American White IPA",0.06,60,16,"Hopworks Urban Brewery","Portland"," OR"
"306","Rise-Up Red (2014)","American Amber / Red Ale",0.058,60,16,"Hopworks Urban Brewery","Portland"," OR"
"307","Abominable Winter Ale (2012)","American Strong Ale",0.073,70,16,"Hopworks Urban Brewery","Portland"," OR"
"308","HUB Lager","Czech Pilsener",0.051,32,16,"Hopworks Urban Brewery","Portland"," OR"
"309","Hopworks IPA (2012)","American IPA",0.066,75,16,"Hopworks Urban Brewery","Portland"," OR"
"310","Slow Ride","American IPA",0.045,40,12,"New Belgium Brewing Company","Fort Collins"," CO"
"311","Ranger IPA","American IPA",0.065,70,12,"New Belgium Brewing Company","Fort Collins"," CO"
"312","Shift","American Pale Lager",0.05,29,12,"New Belgium Brewing Company","Fort Collins"," CO"
"313","1554 Black Lager","Euro Dark Lager",0.056,21,12,"New Belgium Brewing Company","Fort Collins"," CO"
"314","Fat Tire Amber Ale","American Amber / Red Ale",0.052,18,12,"New Belgium Brewing Company","Fort Collins"," CO"
"315","Shift (1)","American Pale Lager",0.05,29,12,"New Belgium Brewing Company","Fort Collins"," CO"
"316","Fat Tire Amber Ale (2011)","American Amber / Red Ale",0.052,18,12,"New Belgium Brewing Company","Fort Collins"," CO"
"317","Shift","American Pale Lager",0.05,29,16,"New Belgium Brewing Company","Fort Collins"," CO"
"318","Ranger IPA","American IPA",0.065,70,16,"New Belgium Brewing Company","Fort Collins"," CO"
"319","Fat Tire Amber Ale","American Amber / Red Ale",0.052,18,16,"New Belgium Brewing Company","Fort Collins"," CO"
"320","Ranger IPA (Current)","American IPA",0.065,70,12,"New Belgium Brewing Company","Fort Collins"," CO"
"321","Fat Tire Amber Ale (2008)","American Amber / Red Ale",0.052,18,12,"New Belgium Brewing Company","Fort Collins"," CO"
"322","Torpedo","American IPA",0.072,65,12,"Sierra Nevada Brewing Company","Chico"," CA"
"323","Sierra Nevada Pale Ale","American Pale Ale (APA)",0.056,37,16,"Sierra Nevada Brewing Company","Chico"," CA"
"324","Old Chico Crystal Wheat","American Pale Wheat Ale",0.048,26,12,"Sierra Nevada Brewing Company","Chico"," CA"
"325","Summerfest","Czech Pilsener",0.05,28,12,"Sierra Nevada Brewing Company","Chico"," CA"
"326","Torpedo","American IPA",0.072,65,16,"Sierra Nevada Brewing Company","Chico"," CA"
"327","Sierra Nevada Pale Ale","American Pale Ale (APA)",0.056,37,12,"Sierra Nevada Brewing Company","Chico"," CA"
"328","Captain's Daughter","American Double / Imperial IPA",0.085,69,12,"Grey Sail Brewing Company","Westerly"," RI"
"329","India Pale Ale","American IPA",0.063,65,16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
"330","Blackberry Wheat","American Pale Wheat Ale",0.048,11,16,"Kirkwood Station Brewing Company","Kirkwood"," MO"
"331","312 Urban Pale Ale","American Pale Ale (APA)",0.054,30,16,"Goose Island Brewing Company","Chicago"," IL"
"332","312 Urban Pale Ale","American Pale Ale (APA)",0.054,30,12,"Goose Island Brewing Company","Chicago"," IL"
"333","312 Urban Wheat Ale","American Pale Wheat Ale",0.042,18,16,"Goose Island Brewing Company","Chicago"," IL"
"334","312 Urban Wheat Ale","American Pale Wheat Ale",0.042,18,12,"Goose Island Brewing Company","Chicago"," IL"
"335","312 Urban Wheat Ale (2012)","American Pale Wheat Ale",0.042,20,12,"Goose Island Brewing Company","Chicago"," IL"
"336","Sol Drifter","American Blonde Ale",0.043,18,12,"Madtree Brewing Company","Cincinnati"," OH"
"337","The Great Pumpcan","Fruit / Vegetable Beer",0.079,18,16,"Madtree Brewing Company","Cincinnati"," OH"
"338","LIFT","Kölsch",0.047,11,12,"Madtree Brewing Company","Cincinnati"," OH"
"339","SPRYE","American Pale Ale (APA)",0.05,40,12,"Madtree Brewing Company","Cincinnati"," OH"
"340","Psychopathy","American IPA",0.069,70,12,"Madtree Brewing Company","Cincinnati"," OH"
"341","Gnarly Brown","American Brown Ale",0.07,32,12,"Madtree Brewing Company","Cincinnati"," OH"
"342","Happy Amber","American Amber / Red Ale",0.06,30,12,"Madtree Brewing Company","Cincinnati"," OH"
"343","Hustle","American Amber / Red Ale",0.057,42,12,"Rhinegeist Brewery","Cincinnati"," OH"
"344","Pure Fury","American Pale Ale (APA)",0.055,42,12,"Rhinegeist Brewery","Cincinnati"," OH"
"345","Dad","American Amber / Red Ale",0.06,60,12,"Rhinegeist Brewery","Cincinnati"," OH"
"346","Panther","American Porter",0.058,35,12,"Rhinegeist Brewery","Cincinnati"," OH"
"347","Franz","Märzen / Oktoberfest",0.052,21,12,"Rhinegeist Brewery","Cincinnati"," OH"
"348","Zen","American Pale Ale (APA)",0.043,45,12,"Rhinegeist Brewery","Cincinnati"," OH"
"349","Truth","American IPA",0.072,75,12,"Rhinegeist Brewery","Cincinnati"," OH"
"350","Cougar","American Blonde Ale",0.048,25,12,"Rhinegeist Brewery","Cincinnati"," OH"
"351","Self Starter","American IPA",0.052,67,16,"Warped Wing Brewing Company","Dayton"," OH"
"352","Ermal's","Cream Ale",0.054,20,16,"Warped Wing Brewing Company","Dayton"," OH"
"353","Nugget Nectar","American Amber / Red Ale",0.075,93,16,"Tröegs Brewing Company","Hershey"," PA"
"354","Sunshine Pils","American Pilsner",0.045,45,12,"Tröegs Brewing Company","Hershey"," PA"
"355","Troegenator Doublebock","Doppelbock",0.082,25,16,"Tröegs Brewing Company","Hershey"," PA"
"356","Perpetual IPA","American IPA",0.075,85,12,"Tröegs Brewing Company","Hershey"," PA"
"357","Mission IPA","American IPA",0.068,66,32,"Mission Brewery","San Diego"," CA"
"358","El Conquistador Extra Pale Ale","American Pale Ale (APA)",0.048,44,32,"Mission Brewery","San Diego"," CA"
"359","Shipwrecked Double IPA","American Double / Imperial IPA",0.092,75,32,"Mission Brewery","San Diego"," CA"
"360","Bay of Bengal Double IPA (2014)","American Double / Imperial IPA",0.089,126,12,"Christian Moerlein Brewing Company","Cincinnati"," OH"
"361","Rhode Island Blueberry","Kölsch",0.046,11,12,"Coastal Extreme Brewing Company","Newport"," RI"
"362","Newport Storm IPA","American IPA",0.065,75,12,"Coastal Extreme Brewing Company","Newport"," RI"
"363","Hurricane Amber Ale (2004)","American Amber / Red Ale",0.052,24,12,"Coastal Extreme Brewing Company","Newport"," RI"
"364","Hurricane Amber Ale","American Amber / Red Ale",0.052,24,12,"Coastal Extreme Brewing Company","Newport"," RI"
"365","King Street IPA","American IPA",0.06,70,12,"King Street Brewing Company","Anchorage"," AK"
"366","King Street Hefeweizen","Hefeweizen",0.057,10,12,"King Street Brewing Company","Anchorage"," AK"
"367","Watermelon Ale","Fruit / Vegetable Beer",0.05,10,12,"Beer Works Brewery","Lowell"," MA"
"368","Fenway American Pale Ale","American Pale Ale (APA)",0.058,45,12,"Beer Works Brewery","Lowell"," MA"
"369","Back Bay IPA","American IPA",0.068,85,12,"Beer Works Brewery","Lowell"," MA"
"370","Bunker Hill Blueberry Ale ","Other",0.048,16,12,"Beer Works Brewery","Lowell"," MA"
"371","Peach Pale Ale","American Pale Ale (APA)",0.057,40,12,"Lone Tree Brewing Company","Lone Tree"," CO"
"372","Suncaster Summer Wheat","American Pale Wheat Ale",0.05,28,12,"Four String Brewing Company","Columbus"," OH"
"373","Brass Knuckle Pale Ale","American Pale Ale (APA)",0.057,36,12,"Four String Brewing Company","Columbus"," OH"
"374","Big Star White IPA","American White IPA",0.07,70,12,"Four String Brewing Company","Columbus"," OH"
"375","Clean Shave IPA","American IPA",0.067,70,12,"Glabrous Brewing Company","Pineland"," ME"
"376","Firestarter India Pale Ale","American IPA",0.066,72,12,"Bonfire Brewing Company","Eagle"," CO"
"377","Kilt Dropper Scotch Ale","Scotch Ale / Wee Heavy",0.075,22,16,"Bonfire Brewing Company","Eagle"," CO"
"378","Wood Splitter Pilsner","Czech Pilsener",0.048,30,16,"Bonfire Brewing Company","Eagle"," CO"
"379","Gyptoberfest","Märzen / Oktoberfest",0.056,26,12,"Bonfire Brewing Company","Eagle"," CO"
"380","Farmer Wirtz India Pale Ale","English India Pale Ale (IPA)",0.07,94,16,"Bonfire Brewing Company","Eagle"," CO"
"381","Screaming Eagle Special Ale ESB","Extra Special / Strong Bitter (ESB)",0.048,38,12,"Bonfire Brewing Company","Eagle"," CO"
"382","Kindler Pale Ale","American Pale Ale (APA)",0.053,45,12,"Bonfire Brewing Company","Eagle"," CO"
"383","Firestarter India Pale Ale","American IPA",0.066,72,16,"Bonfire Brewing Company","Eagle"," CO"
"384","Watermelon Ale","Fruit / Vegetable Beer",0.051,11,12,"Thomas Hooker Brewing Company","Bloomfield"," CT"
"385","4000 Footer IPA","American IPA",0.065,82,12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
"386","Summer Brew","American Pilsner",0.028,15,12,"Woodstock Inn, Station & Brewery","North Woodstock"," NH"
"387","Consilium","American Pale Ale (APA)",0.05,40,12,"Renegade Brewing Company","Denver"," CO"
"388","Hammer & Sickle","Russian Imperial Stout",0.09,60,12,"Renegade Brewing Company","Denver"," CO"
"389","Redacted Rye IPA","American IPA",0.07,100,16,"Renegade Brewing Company","Denver"," CO"
"390","Elevation Triple India Pale Ale","American Double / Imperial IPA",0.099,100,12,"Renegade Brewing Company","Denver"," CO"
"391","5:00 O'Clock Afternoon Ale","American Blonde Ale",0.05,25,16,"Renegade Brewing Company","Denver"," CO"
"392","Ryeteous Rye IPA (2012)","American IPA",0.07,100,16,"Renegade Brewing Company","Denver"," CO"
"393","Cali Creamin'","Cream Ale",0.052,21,12,"Mother Earth Brew Company","Vista"," CA"
"394","Deception","American Blonde Ale",0.045,16,12,"Black Market Brewing Company","Temecula"," CA"
"395","Blackmarket Rye IPA","American IPA",0.075,35,12,"Black Market Brewing Company","Temecula"," CA"
"396","Black Market Hefeweizen","Hefeweizen",0.05,8,12,"Black Market Brewing Company","Temecula"," CA"
"397","Aftermath Pale Ale","American Pale Ale (APA)",0.058,44,12,"Black Market Brewing Company","Temecula"," CA"
"398","Rule G IPA","American IPA",0.07,88,12,"Smartmouth Brewing Company","Norfolk"," VA"
"399","Murphy's Law","American Amber / Red Ale",0.058,35,12,"Smartmouth Brewing Company","Norfolk"," VA"
"400","Alter Ego ","Saison / Farmhouse Ale",0.062,33,12,"Smartmouth Brewing Company","Norfolk"," VA"
"401","Hop in the ‘Pool Helles","American Pilsner",0.049,22,12,"Base Camp Brewing Co.","Portland"," OR"
"402","Ultra Gnar Gnar IPA","American IPA",0.067,60,12,"Base Camp Brewing Co.","Portland"," OR"
"403","In-Tents India Pale Lager","American Pale Lager",0.068,62,12,"Base Camp Brewing Co.","Portland"," OR"
"404","Lost Meridian Wit","Witbier",0.05,20,12,"Base Camp Brewing Co.","Portland"," OR"
"405","Celestial Meridian Cascadian Dark Lager","Euro Dark Lager",0.051,45,12,"Base Camp Brewing Co.","Portland"," OR"
"406","P-Town Pilsner","American Pilsner",0.04,20,12,"Alameda Brewing","Portland"," OR"
"407","Klickitat Pale Ale","American Pale Ale (APA)",0.053,36,12,"Alameda Brewing","Portland"," OR"
"408","Yellow Wolf Imperial IPA","American Double / Imperial IPA",0.082,103,12,"Alameda Brewing","Portland"," OR"
"409","Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,12,"Southern Star Brewing Company","Conroe"," TX"
"410","Le Mort Vivant","Bière de Garde",0.069,23,12,"Southern Star Brewing Company","Conroe"," TX"
"411","Red Cockaded Ale","American Double / Imperial IPA",0.085,110,12,"Southern Star Brewing Company","Conroe"," TX"
"412","Valkyrie Double IPA","American Double / Imperial IPA",0.092,100,12,"Southern Star Brewing Company","Conroe"," TX"
"413","Red Cockaded Ale (2013)","American Double / Imperial IPA",0.085,110,12,"Southern Star Brewing Company","Conroe"," TX"
"414","Old Potentate","Old Ale",0.072,40,12,"Southern Star Brewing Company","Conroe"," TX"
"415","Bombshell Blonde","American Blonde Ale",0.05,20,16,"Southern Star Brewing Company","Conroe"," TX"
"416","PRO-AM (2012) (2012)","American Double / Imperial IPA",0.099,100,12,"Southern Star Brewing Company","Conroe"," TX"
"417","Le Mort Vivant (2011)","Bière de Garde",0.069,23,12,"Southern Star Brewing Company","Conroe"," TX"
"418","Buried Hatchet Stout","Foreign / Export Stout",0.083,50,12,"Southern Star Brewing Company","Conroe"," TX"
"419","Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,16,"Southern Star Brewing Company","Conroe"," TX"
"420","Bombshell Blonde","American Blonde Ale",0.05,20,12,"Southern Star Brewing Company","Conroe"," TX"
"421","Third Eye Enlightened Pale Ale","American Pale Ale (APA)",0.065,65,12,"Steamworks Brewing Company","Durango"," CO"
"422","Colorado Kölsch","Kölsch",0.049,17,12,"Steamworks Brewing Company","Durango"," CO"
"423","Steam Engine Lager","American Amber / Red Lager",0.057,25,12,"Steamworks Brewing Company","Durango"," CO"
"424","Third Eye Pale Ale","American IPA",0.065,65,12,"Steamworks Brewing Company","Durango"," CO"
"425","Laka Laka Pineapple","Hefeweizen",0.051,17,12,"Horny Goat Brew Pub","Milwaukee"," WI"
"426","IPA #11","American IPA",0.057,58,16,"Cheboygan Brewing Company","Cheboygan"," MI"
"427","Blood Orange Honey","Fruit / Vegetable Beer",0.057,10,16,"Cheboygan Brewing Company","Cheboygan"," MI"
"428","Main St. Virginia Ale","Altbier",0.05,40,12,"Center of the Universe Brewing C...","Ashland"," VA"
"429","Chin Music Amber Lager","American Amber / Red Lager",0.045,24,12,"Center of the Universe Brewing C...","Ashland"," VA"
"430","Main St. Virginia Ale","Altbier",0.05,40,12,"Center of the Universe Brewing C...","Ashland"," VA"
"431","Ray Ray’s Pale Ale","American Pale Ale (APA)",0.052,42,12,"Center of the Universe Brewing C...","Ashland"," VA"
"432","Mr. Blue Sky","American Pale Wheat Ale",0.045,6,16,"Griffin Claw Brewing Company","Birmingham"," MI"
"433","Screamin’ Pumpkin","Pumpkin Ale",0.05,25,16,"Griffin Claw Brewing Company","Birmingham"," MI"
"434","Grand Trunk Bohemian Pils","Czech Pilsener",0.05,35,16,"Griffin Claw Brewing Company","Birmingham"," MI"
"435","El Rojo","American Amber / Red Ale",0.065,25,16,"Griffin Claw Brewing Company","Birmingham"," MI"
"436","Grind Line","American Pale Ale (APA)",0.05,35,16,"Griffin Claw Brewing Company","Birmingham"," MI"
"437","Norm's Gateway IPA","American IPA",0.04,55,12,"Griffin Claw Brewing Company","Birmingham"," MI"
"438","Weisse Versa (2012)","Hefeweizen",0.052,16,12,"Karbach Brewing Company","Houston"," TX"
"439","Mother in Lager","Munich Dunkel Lager",0.058,25,12,"Karbach Brewing Company","Houston"," TX"
"440","Weekend Warrior Pale Ale","American Pale Ale (APA)",0.055,40,12,"Karbach Brewing Company","Houston"," TX"
"441","Karbachtoberfest","Märzen / Oktoberfest",0.055,25,12,"Karbach Brewing Company","Houston"," TX"
"442","Love Street Summer Seasonal (2014)","Kölsch",0.047,20,12,"Karbach Brewing Company","Houston"," TX"
"443","Barn Burner Saison","Saison / Farmhouse Ale",0.066,20,12,"Karbach Brewing Company","Houston"," TX"
"444","Rodeo Clown Double IPA","American Double / Imperial IPA",0.095,85,12,"Karbach Brewing Company","Houston"," TX"
"445","Sympathy for the Lager","American Amber / Red Lager",0.049,45,12,"Karbach Brewing Company","Houston"," TX"
"446","Weisse Versa","Hefeweizen",0.052,15,12,"Karbach Brewing Company","Houston"," TX"
"447","Hopadillo India Pale Ale","American IPA",0.066,70,12,"Karbach Brewing Company","Houston"," TX"
"448","The Green Room","American IPA",0.06,75,16,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
"449","Humbucker Helles","Maibock / Helles Bock",0.047,25,16,"Uncle Billy's Brewery and Smokeh...","Austin"," TX"
"450","Oak Cliff Coffee Ale","American Brown Ale",0.075,33,12,"Deep Ellum Brewing Company","Dallas"," TX"
"451","Dream Crusher Double IPA","American Double / Imperial IPA",0.085,100,12,"Deep Ellum Brewing Company","Dallas"," TX"
"452","Farmhouse Wit","Saison / Farmhouse Ale",0.048,25,16,"Deep Ellum Brewing Company","Dallas"," TX"
"453","Dallas Blonde","American Blonde Ale",0.052,23,12,"Deep Ellum Brewing Company","Dallas"," TX"
"454","Deep Ellum IPA","American IPA",0.07,70,12,"Deep Ellum Brewing Company","Dallas"," TX"
"455","18th Anniversary Gose","Gose",0.044,5,12,"Real Ale Brewing Company","Blanco"," TX"
"456","White (2015)","Witbier",0.046,25,12,"Real Ale Brewing Company","Blanco"," TX"
"457","BLAKKR","American Black Ale",0.099,85,12,"Real Ale Brewing Company","Blanco"," TX"
"458","Firemans #4 Blonde Ale (2013)","American Blonde Ale",0.051,21,12,"Real Ale Brewing Company","Blanco"," TX"
"459","Hans' Pils (2015)","German Pilsener",0.053,52,12,"Real Ale Brewing Company","Blanco"," TX"
"460","Four Squared (2015)","American Blonde Ale",0.06,50,12,"Real Ale Brewing Company","Blanco"," TX"
"461","Firemans #4 Blonde Ale (2015)","American Blonde Ale",0.051,21,12,"Real Ale Brewing Company","Blanco"," TX"
"462","American Lager","American Adjunct Lager",0.041,8,12,"Straub Brewery","St Mary's"," PA"
"463","American Amber","American Amber / Red Lager",0.041,8,12,"Straub Brewery","St Mary's"," PA"
"464","American Light","Light Lager",0.032,13,12,"Straub Brewery","St Mary's"," PA"
"465","Point Special (Current)","American Adjunct Lager",0.047,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"466","Point Special","American Adjunct Lager",0.047,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"467","Point Cascade Pale Ale (2013)","American Pale Ale (APA)",0.054,33,12,"Stevens Point Brewery","Stevens Point"," WI"
"468","Point Special","American Adjunct Lager",0.047,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"469","Onyx Black Ale","American Black Ale",0.052,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"470","Beyond The Pale IPA","American IPA",0.063,64,12,"Stevens Point Brewery","Stevens Point"," WI"
"471","Point Special (2013)","American Adjunct Lager",0.047,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"472","Point Special (2012)","American Adjunct Lager",0.047,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"473","Point Special Lager","American Adjunct Lager",0.047,9,16,"Stevens Point Brewery","Stevens Point"," WI"
"474","Point Oktoberfest","Märzen / Oktoberfest",0.057,15,16,"Stevens Point Brewery","Stevens Point"," WI"
"475","Point Nude Beach Summer Wheat","American Pale Wheat Ale",0.052,7,16,"Stevens Point Brewery","Stevens Point"," WI"
"476","Point Nude Beach Summer Wheat","American Pale Wheat Ale",0.05,7,12,"Stevens Point Brewery","Stevens Point"," WI"
"477","Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale",0.05,7,12,"Stevens Point Brewery","Stevens Point"," WI"
"478","Three Kings Ale","Kölsch",0.049,13,12,"Stevens Point Brewery","Stevens Point"," WI"
"479","Point Oktoberfest","Märzen / Oktoberfest",0.057,15,12,"Stevens Point Brewery","Stevens Point"," WI"
"480","2012 Black Ale","American Brown Ale",0.054,32,12,"Stevens Point Brewery","Stevens Point"," WI"
"481","Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale",0.05,7,12,"Stevens Point Brewery","Stevens Point"," WI"
"482","Point Cascade Pale Ale","American Pale Ale (APA)",0.054,33,12,"Stevens Point Brewery","Stevens Point"," WI"
"483","Point Amber Classic","American Amber / Red Lager",0.047,14,12,"Stevens Point Brewery","Stevens Point"," WI"
"484","Point Special Lager","American Adjunct Lager",0.047,9,12,"Stevens Point Brewery","Stevens Point"," WI"
"485","O’Malley’s IPA","American IPA",0.075,89,12,"Weston Brewing Company","Weston"," MO"
"486","L'il Lucy's Hot Pepper Ale","Chile Beer",0.049,28,12,"Weston Brewing Company","Weston"," MO"
"487","2014 IPA Cicada Series","American IPA",0.075,72,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"488","Sinister Minister Black IPA","American IPA",0.077,65,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"489","Jack the Sipper","Extra Special / Strong Bitter (ESB)",0.053,45,12,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"490","Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",0.058,60,12,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"491","Suzy B Dirty Blonde Ale","American Blonde Ale",0.05,20,12,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"492","Mississippi Fire Ant","American Amber / Red Ale",0.08,80,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"493","Hipster Breakfast","Oatmeal Stout",0.058,40,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"494","Suzy B Dirty Blonde Ale","American Blonde Ale",0.05,20,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"495","Devil's Harvest Extra Pale Ale","American Pale Ale (APA)",0.058,60,16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"496","Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12,"Pug Ryan's Brewery","Dillon"," CO"
"497","Hideout Helles","Munich Helles Lager",0.069,17,12,"Pug Ryan's Brewery","Dillon"," CO"
"498","Dead Eye Dunkel","Munich Dunkel Lager",0.06,15,12,"Pug Ryan's Brewery","Dillon"," CO"
"499","Peacemaker Pilsner","Czech Pilsener",0.058,21,12,"Pug Ryan's Brewery","Dillon"," CO"
"500","Over the Rail Pale Ale","American Pale Ale (APA)",0.057,68,12,"Pug Ryan's Brewery","Dillon"," CO"
"501","Pallavicini Pilsner (2009)","Czech Pilsener",0.058,21,12,"Pug Ryan's Brewery","Dillon"," CO"
"502","Morning Wood Wheat (Current)","American Pale Wheat Ale",0.059,14,12,"Pug Ryan's Brewery","Dillon"," CO"
"503","Extra Pale Ale","American Pale Ale (APA)",0.053,49,12,"Summit Brewing Company","St Paul"," MN"
"504","Oklahoma Suks","American Amber / Red Ale",0.048,32,12,"Independence Brewing Company","Austin"," TX"
"505","Power & Light","American Pale Ale (APA)",0.055,42,12,"Independence Brewing Company","Austin"," TX"
"506","White Rabbit ","Witbier",0.059,27,12,"Independence Brewing Company","Austin"," TX"
"507","Cubano Espresso","Bock",0.055,25,12,"Cigar City Brewing Company","Tampa"," FL"
"508","Operation Homefront","American IPA",0.062,65,12,"Cigar City Brewing Company","Tampa"," FL"
"509","Wandering Pelican","American Black Ale",0.082,65,12,"Cigar City Brewing Company","Tampa"," FL"
"510","Hopped on the High Seas (Hop #529)","American IPA",0.07,60,12,"Cigar City Brewing Company","Tampa"," FL"
"511","Hopped on the High Seas (Calypso)","American IPA",0.07,60,12,"Cigar City Brewing Company","Tampa"," FL"
"512","Dry-Hopped On The High Seas Caribbean-Style IPA","American IPA",0.07,60,12,"Cigar City Brewing Company","Tampa"," FL"
